"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                            Fruit and berry plantations: number of farms and areas by size of farm (UAA) and size of fruit and berry plantation area "	"ef_lu_pcfruit"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Olive plantations: number of farms and areas by size of farm (UAA) and size of olive plantation area "	"ef_lu_pcolive"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Vineyards: number of farms and areas by size of farm (UAA) and size of vineyard area"	"ef_lu_pcvine"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                        Other farmland"	"ef_lu_of"	"folder"	" "	" "	" "	" "	
"                            Permanent grassland: number of farms and areas by size of farm (UAA) and size of permanent grassland area"	"ef_lu_ofgrass"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Fallow land and set-aside land: number of farms and areas by size of farm (UAA) and size of arable area"	"ef_lu_ofsetasid"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Irrigation: number of farms, areas and equipment by size of farm (UAA) and NUTS 2 regions"	"ef_lu_ofirrig"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Crops under glass: number of farms and areas by size of farm (UAA) and size of crops under glass area "	"ef_lu_ofglass"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Other land: number of farms and areas by size of farm (UAA) and size of wooded area"	"ef_lu_ofwood"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                    Livestock"	"ef_ls"	"folder"	" "	" "	" "	" "	
"                        Livestock overview"	"ef_ls_ov"	"folder"	" "	" "	" "	" "	
"                            Livestock: number of farms and heads by size of farm (UAA) and NUTS 2 regions"	"ef_ls_ovaareg"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Livestock: number of farms and heads by livestock units (LSU) of farm and NUTS 2 regions"	"ef_ls_ovlsureg"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Livestock: number of farms and heads by economic size of farm (ESU) and NUTS 2 regions"	"ef_ls_ovesu"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                        Grazing livestock "	"ef_ls_gz"	"folder"	" "	" "	" "	" "	
"                            Cattle: number of farms and heads by size of farm (UAA) and size of cattle herd"	"ef_ls_gzcatl"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Cattle: number of farms and heads by size of farm (UAA) and livestock units (LSU) of farm"	"ef_ls_gzcatllsu"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Dairy cows: number of farms and heads by size of farm (UAA) and size of dairy herd"	"ef_ls_gzdcow"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Other cows: number of farms and heads by size of farm (UAA) and size of other cow herd"	"ef_ls_gzocow"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Sheep: number of farms and heads by size of farm (UAA) and size of sheep flock"	"ef_ls_gzsheep"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Goats: number of farms and heads by size of farm (UAA) and size of goat herd"	"ef_ls_gzgoat"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Fodder crops: number of farms and areas by size of farm (UAA) and size of fodder crops area"	"ef_ls_gzforage"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                        Granivores"	"ef_ls_gv"	"folder"	" "	" "	" "	" "	
"                            Pigs: number of farms and heads by size of farm (UAA) and size of breeding sow herd"	"ef_ls_gvsows"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Pigs: number of farms and heads by size of farm (UAA) and size of other pig herd"	"ef_ls_gvopig"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Poultry: number of farms and heads by size of farm (UAA) and size of broiler flock"	"ef_ls_gvbroiler"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Poultry: number of farms and heads by size of farm (UAA) and size of laying hen flock"	"ef_ls_gvlayhen"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                    Special interest topics"	"ef_so"	"folder"	" "	" "	" "	" "	
"                        Labour force"	"ef_so_lf"	"folder"	" "	" "	" "	" "	
"                            Labour force: number of persons and farm work (AWU) by sex of worker, category of worker, legal status of holding, size of farm (UAA) and NUTS 2 regions"	"ef_so_lfaa"	"dataset"	"14.04.2009"	"07.07.2017"	"1990"	"2007"	
"                            Labour force: number of persons and farm work (AWU) by sex of worker, category of worker, legal status of holding, economic size of farm (ESU) and NUTS 2 regions"	"ef_so_lfesu"	"dataset"	"14.04.2009"	"07.07.2017"	"1990"	"2007"	
"                            Labour force: number of persons and farm work (AWU) by age of worker, category of worker and size of farm (UAA)"	"ef_so_lfage"	"dataset"	"22.04.2009"	"07.07.2017"	"1990"	"2007"	
"                            Labour force: number of persons and farm work (AWU) by working time (% AWU), category of worker and size of farm (UAA)"	"ef_so_lfwtime"	"dataset"	"26.03.2009"	"07.07.2017"	"1990"	"2007"	
"                            Family labour force: number of persons and farm work (AWU) by sex of worker, age of worker and size of farm (UAA)"	"ef_so_lfsexage"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                        Rural development"	"ef_so_rd"	"folder"	" "	" "	" "	" "	
"                            Other activities on the holding: number of farms, agricultural area and economic size (ESU) by legal status of holding and size of farm (UAA)"	"ef_so_rdaa"	"dataset"	"26.03.2009"	"30.05.2016"	"2000"	"2007"	
"                            Other activities on the holding: number of farms, agricultural area and economic size (ESU) by legal status of holding, type of farming (1-digit) and economic size of farm (ESU)"	"ef_so_rdft"	"dataset"	"26.03.2009"	"30.05.2016"	"2000"	"2007"	
"                            Other activities on the holding: number of farms, agricultural area and economic size (ESU) by legal status of holding and other gainful activity of sole-holder"	"ef_so_rdoga"	"dataset"	"26.03.2009"	"28.06.2016"	"2000"	"2007"	
"                            Other activities on the holding: number of farms, agricultural area and economic size (ESU) by age of holder and sex of holder"	"ef_so_rdsexage"	"dataset"	"26.03.2009"	"30.05.2016"	"2000"	"2007"	
"                            Family labour force with other gainful activity: number of persons by size of farm (UAA)"	"ef_so_rdlfoga"	"dataset"	"26.03.2009"	"06.03.2012"	"1990"	"2007"	
"                        Management and practises"	"ef_so_mp"	"folder"	" "	" "	" "	" "	
"                            Holder-manager relationship: selected variables by size of farm (UAA)"	"ef_so_mplegper"	"dataset"	"26.03.2009"	"06.03.2012"	"1990"	"2007"	
"                            Type of tenure: number of farms and areas by size of farm (UAA) and NUTS 2 regions"	"ef_so_mptenure"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Agricultural training of farm managers: selected variables by economic size of farm (ESU)"	"ef_so_mptrain"	"dataset"	"26.03.2009"	"06.03.2012"	"1990"	"2005"	
"                            Organic farming: selected variables by size of farm (UAA) and NUTS 2 regions"	"ef_so_mporg"	"dataset"	"17.04.2009"	"06.03.2012"	"2000"	"2007"	
"                            Farm machinery: number of farms and machines by size of farm (UAA)"	"ef_so_mpmachin"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2005"	
"                    Structure of agricultural holdings by region, main indicators"	"ef_r_main"	"folder"	" "	" "	" "	" "	
"                        Structure of agricultural holdings by eurofarm region, main indicators"	"ef_r_farm"	"dataset"	"16.07.2009"	"06.03.2012"	"1990"	"2007"	
"                        Structure of agricultural holdings by NUTS 3 regions - main indicators"	"ef_r_nuts"	"dataset"	"10.09.2009"	"13.03.2015"	"2000"	"2007"	
"            Economic accounts for agriculture"	"aact"	"folder"	" "	" "	" "	" "	
"                Economic accounts for agriculture"	"aact_eaa"	"folder"	" "	" "	" "	" "	
"                    Economic accounts for agriculture - values at current prices"	"aact_eaa01"	"dataset"	"28.06.2017"	"15.12.2016"	"1973"	"2016"	
"                    Economic accounts for agriculture - values at n-1 prices"	"aact_eaa02"	"dataset"	"28.06.2017"	"15.12.2016"	"1973"	"2016"	
"                    Economic accounts for agriculture - values at constant prices (2005 = 100)"	"aact_eaa03"	"dataset"	"29.06.2017"	"29.06.2017"	"1973"	"2016"	
"                    Economic accounts for agriculture - values at real prices"	"aact_eaa04"	"dataset"	"29.06.2017"	"15.12.2016"	"1973"	"2016"	
"                    Economic accounts for agriculture - indices: volume, price, values"	"aact_eaa05"	"dataset"	"29.06.2017"	"15.12.2016"	"1973"	"2016"	
"                    Economic accounts for agriculture - agricultural income (indicators A, B, C)"	"aact_eaa06"	"dataset"	"28.06.2017"	"15.12.2016"	"1974"	"2016"	
"                    Economic accounts for agriculture - values at constant prices (2010 = 100)"	"aact_eaa07"	"dataset"	"29.06.2017"	"15.12.2016"	"1973"	"2016"	
"                    Economic accounts for agriculture by NUTS 2 regions"	"agr_r_accts"	"dataset"	"19.07.2017"	"05.01.2017"	"1973"	"2015"	
"                    Economic accounts for agriculture by NUTS 2 regions (until 2012) "	"agr_r_accts_h"	"dataset"	"07.03.2016"	"07.03.2016"	"1973"	"2012"	
"                Agricultural labour input statistics"	"aact_ali"	"folder"	" "	" "	" "	" "	
"                    Agricultural labour input statistics: absolute figures (1 000 annual work units)"	"aact_ali01"	"dataset"	"09.03.2017"	"15.12.2016"	"1973"	"2016"	
"                    Agricultural labour input statistics: indices"	"aact_ali02"	"dataset"	"09.03.2017"	"15.12.2016"	"1973"	"2016"	
"                Unit value statistics for agricultural products"	"aact_uv"	"folder"	" "	" "	" "	" "	
"                    Unit values at basic prices"	"aact_uv01"	"dataset"	"05.01.2017"	"05.01.2017"	"1980"	"2015"	
"                    Unit values at producer prices"	"aact_uv02"	"dataset"	"05.01.2017"	"05.01.2017"	"1980"	"2015"	
"                    Unit values: quantities (1 000 t)"	"aact_uv03"	"dataset"	"26.04.2017"	"05.01.2017"	"1980"	"2015"	
"            Agricultural prices and price indices"	"apri"	"folder"	" "	" "	" "	" "	
"                Selling prices of agricultural products (absolute prices), land prices and rents"	"apri_ap"	"folder"	" "	" "	" "	" "	
"                    Land prices and rents - annual data"	"apri_ap_aland"	"dataset"	"17.04.2012"	"06.03.2012"	"1985"	"2009"	
"                    Selling prices of crop products (absolute prices) - annual price (from 2000 onwards)"	"apri_ap_crpouta"	"dataset"	"11.05.2017"	"28.04.2017"	"2000"	"2016"	
"                    Selling prices of animal products (absolute prices) - annual price (from 2000 onwards)"	"apri_ap_anouta"	"dataset"	"11.05.2017"	"28.04.2017"	"2000"	"2016"	
"                    Purchase prices of the means of agricultural production (absolute prices) - annual price (from 2000 onwards)"	"apri_ap_ina"	"dataset"	"11.05.2017"	"28.04.2017"	"2000"	"2016"	
"                    Selling prices of crop products (absolute prices) - annual - old codes - data from 1969 to 2005"	"apri_ap_hcouta"	"dataset"	"26.03.2009"	"06.03.2012"	"1969"	"2006"	
"                    Selling prices of crop products (absolute prices) - monthly - old codes - data from 1969 to 2006"	"apri_ap_hcoutm"	"dataset"	"26.03.2009"	"06.03.2012"	"1969M01"	"2006M09"	
"                    Selling prices of animal products (absolute prices) - annual - old codes - data from 1969 to 2005"	"apri_ap_haouta"	"dataset"	"26.03.2009"	"06.03.2012"	"1969"	"2006"	
"                    Selling prices of animal products (absolute prices) - monthly - old code - data from 1969 to 2006"	"apri_ap_haoutm"	"dataset"	"26.03.2009"	"06.03.2012"	"1969M01"	"2006M09"	
"                    Purchase prices of the means of agricultural production (absolute prices) - annual - old codes - data from 1969 to 2005"	"apri_ap_hia"	"dataset"	"26.03.2009"	"06.03.2012"	"1969"	"2006"	
"                    Purchase prices of the means of agricultural production (absolute prices) - monthly - old codes - data from 1969 to 2006"	"apri_ap_him"	"dataset"	"26.03.2009"	"06.03.2012"	"1969M01"	"2006M09"	
"                Price indices of agricultural products"	"apri_pi"	"folder"	" "	" "	" "	" "	
"                    Price indices of agricultural products (2010 = 100)"	"apri_pi10"	"folder"	" "	" "	" "	" "	
"                        Price indices of the means of agricultural production, input (2010 = 100) - annual data"	"apri_pi10_ina"	"dataset"	"18.05.2017"	"07.04.2017"	"2000"	"2016"	
"                        Price indices of the means of agricultural production, input (2010 = 100) - quarterly data"	"apri_pi10_inq"	"dataset"	"14.07.2017"	"19.06.2017"	"2000Q1"	"2017Q1"	
"                        Price indices of agricultural products, output (2010 = 100) - annual data"	"apri_pi10_outa"	"dataset"	"19.06.2017"	"07.04.2017"	"2000"	"2016"	
"                        Price indices of agricultural products, output (2010 = 100) - quarterly data"	"apri_pi10_outq"	"dataset"	"14.07.2017"	"19.06.2017"	"2000Q1"	"2017Q1"	
"                    Price indices of agricultural products (2005 = 100)"	"apri_pi05"	"folder"	" "	" "	" "	" "	
"                        Price indices of the means of agricultural production, input (2005 = 100) - annual data"	"apri_pi05_ina"	"dataset"	"31.10.2013"	"04.02.2015"	"2000"	"2012"	
"                        Price indices of the means of agricultural production, input (2005 = 100) - quarterly data"	"apri_pi05_inq"	"dataset"	"20.05.2015"	"04.02.2015"	"2000Q1"	"2012Q4"	
